"Country_Code","Country_Name","Population_Density","Year","People_Near_Rapid_Transit","Transit_Legend"
"ZAF","South Africa",15897.0894268935,2015,0,0
"ZAF","South Africa",18138.3382661476,2020,0,0
"ZAF","South Africa",19441.241719427,2024,0,0
"KOR","South Korea",26548.5650089512,1975,0.0335949066686029,0.0335949066686029
"KOR","South Korea",28227.1706483673,1980,0.0438261962056532,0.0438261962056532
"KOR","South Korea",29768.7849869361,1985,0.151017232170941,0.151017232170941
"KOR","South Korea",31519.345832886,1990,0.146888452482071,0.146888452482071
"KOR","South Korea",29363.029615814,1995,0.167783581720323,0.167783581720323
"KOR","South Korea",27873.3384773992,2000,0.301979337256889,0.301979337256889
"KOR","South Korea",26839.3955978445,2005,0.3354055472117,0.3354055472117
"KOR","South Korea",26011.1212842635,2010,0.357118506306729,0.357118506306729
"KOR","South Korea",25835.9051636562,2015,0.392664259138325,0.392664259138325
"KOR","South Korea",26004.7277221743,2020,0.385720507932896,0.385720507932896
"KOR","South Korea",25698.083798417,2024,0.392664259138325,0.392664259138325
"SSD","South Sudan",620.335836104758,1975,0,0
"SSD","South Sudan",762.491682942579,1980,0,0
"SSD","South Sudan",1346.9765573864,1985,0,0
"SSD","South Sudan",2525.01087622035,1990,0,0
"SSD","South Sudan",4915.23107732063,1995,0,0
"SSD","South Sudan",10389.5708201879,2000,0,0
"SSD","South Sudan",19199.1718702348,2005,0,0
"SSD","South Sudan",40819.9359601105,2010,0,0
"SSD","South Sudan",74802.8051189596,2015,0,0
"SSD","South Sudan",95539.7528663066,2020,0,0
"SSD","South Sudan",130762.466069302,2024,0,0
"ESP","Spain",20925.6082307787,1975,0.281662846030674,0.281662846030674
"ESP","Spain",21865.2455439819,1980,0.313803481800365,0.313803481800365
"ESP","Spain",21853.6036822697,1985,0.386482612720637,0.386482612720637
"ESP","Spain",21752.4104649179,1990,0.425213032621642,0.425213032621642
"ESP","Spain",20950.0027101557,1995,0.482141532905665,0.482141532905665
"ESP","Spain",20580.497003998,2000,0.521482017854653,0.521482017854653
"ESP","Spain",20991.881739457,2005,0.573830927979793,0.573830927979793
"ESP","Spain",21700.8003932522,2010,0.652566475702179,0.652566475702179
"ESP","Spain",22522.5792372106,2015,0.625840341210585,0.625840341210585
"ESP","Spain",24016.5602532253,2020,0.627493936907174,0.627493936907174
"ESP","Spain",24432.3709121571,2024,0.625840341210585,0.625840341210585
"LKA","Sri Lanka",24666.9427695077,1975,0,0
"LKA","Sri Lanka",19133.9463090061,1980,0,0
"LKA","Sri Lanka",16447.4142289984,1985,0,0
"LKA","Sri Lanka",15173.9003121611,1990,0,0
"LKA","Sri Lanka",14097.3026476178,1995,0,0
"LKA","Sri Lanka",13693.8084002966,2000,0,0
"LKA","Sri Lanka",12866.4442739944,2005,0,0
"LKA","Sri Lanka",12379.7618276297,2010,0,0
"LKA","Sri Lanka",11433.0739971665,2015,0,0
"LKA","Sri Lanka",10876.0390835595,2020,0,0
"LKA","Sri Lanka",10934.5897239452,2024,0,0
"SDN","Sudan",8504.85079751116,1975,0,0
"SDN","Sudan",10038.144375452,1980,0,0
"SDN","Sudan",10976.0130899638,1985,0,0
"SDN","Sudan",11198.3275711273,1990,0,0
"SDN","Sudan",10952.4529883292,1995,0,0
"SDN","Sudan",11529.7016973191,2000,0,0
"SDN","Sudan",12694.0516246345,2005,0,0
"SDN","Sudan",14163.0156919431,2010,0,0
"SDN","Sudan",15274.7461377197,2015,0,0
"SDN","Sudan",16348.5654325701,2020,0,0
"SDN","Sudan",18270.0969663811,2024,0,0
"SWE","Sweden",10266.5227668337,1975,0.538622412109206,0.538622412109206
"SWE","Sweden",9406.48582727503,1980,0.569658236263664,0.569658236263664
"SWE","Sweden",9109.70203043328,1985,0.588566330292773,0.588566330292773
"SWE","Sweden",8959.86645717596,1990,0.578512982384171,0.578512982384171
"SWE","Sweden",9409.43004946011,1995,0.551461541098368,0.551461541098368
"SWE","Sweden",9716.37486230964,2000,0.525413730904128,0.525413730904128
"SWE","Sweden",9863.24967789024,2005,0.508149662045906,0.508149662045906
"SWE","Sweden",10548.7265134353,2010,0.471034937673331,0.471034937673331
"SWE","Sweden",11375.9850100485,2015,0.374237196950318,0.374237196950318
"SWE","Sweden",12564.328626573,2020,0.392434584147296,0.392434584147296
"SWE","Sweden",13152.6436932492,2024,0.374237196950318,0.374237196950318
"CHE","Switzerland",5966.44925357775,1975,0.969551417994871,0.969551417994871
"CHE","Switzerland",5797.18547743989,1980,0.99115182276043,0.99115182276043
"CHE","Switzerland",6732.14573682606,1985,0.842675720038079,0.842675720038079
"CHE","Switzerland",7952.71177156513,1990,0.74852651990808,0.74852651990808
"CHE","Switzerland",8149.79807128631,1995,0.707944390944242,0.707944390944242
"CHE","Switzerland",8303.40199744387,2000,0.677424536687514,0.677424536687514
"CHE","Switzerland",8529.18230671662,2005,0.646991723670598,0.646991723670598
"CHE","Switzerland",8782.12166226146,2010,0.653428991122786,0.653428991122786
"CHE","Switzerland",9080.60726546143,2015,0.606773854252207,0.606773854252207
"CHE","Switzerland",9385.71924756026,2020,0.613686597926618,0.613686597926618
"CHE","Switzerland",9565.00122258076,2024,0.606773854252207,0.606773854252207
"SYR","Syria",13834.4593565359,1975,0,0
"SYR","Syria",16489.3599808288,1980,0,0
"SYR","Syria",18501.853795121,1985,0,0
"SYR","Syria",20547.5219740934,1990,0,0
"SYR","Syria",21260.2838502074,1995,0,0
"SYR","Syria",22608.0530006045,2000,0,0
"SYR","Syria",25351.9760780049,2005,0,0
"SYR","Syria",33881.7789968621,2010,0,0
"SYR","Syria",23037.8959816845,2015,0,0
"SYR","Syria",26366.8989100478,2020,0,0
"SYR","Syria",30576.0003502998,2024,0,0
"TWN","Taiwan",23009.3226824663,1975,0,0
"TWN","Taiwan",23578.2991331793,1980,0,0
"TWN","Taiwan",23970.4089271346,1985,0,0
"TWN","Taiwan",25006.1844199726,1990,0,0
"TWN","Taiwan",24646.7135346405,1995,0,0
"TWN","Taiwan",24955.8431648918,2000,0.0824653525170172,0.0824653525170172
"TWN","Taiwan",25087.4488038587,2005,0.0801337273043487,0.0801337273043487
"TWN","Taiwan",25306.2861573322,2010,0.154407827642634,0.154407827642634
"TWN","Taiwan",25582.6362923067,2015,0.213448116536868,0.213448116536868
"TWN","Taiwan",26347.9487538521,2020,0.20038188648352,0.20038188648352
"TWN","Taiwan",27054.1756617898,2024,0.213448116536868,0.213448116536868
"TJK","Tajikistan",13567.0974561872,1975,0,0
"TJK","Tajikistan",14658.4895829591,1980,0,0
"TJK","Tajikistan",15149.6581134836,1985,0,0
"TJK","Tajikistan",15172.8333337751,1990,0,0
"TJK","Tajikistan",14005.3175417706,1995,0,0
"TJK","Tajikistan",13354.3259469833,2000,0,0
"TJK","Tajikistan",14451.2916420505,2005,0,0
"TJK","Tajikistan",15796.6438579035,2010,0,0
"TJK","Tajikistan",17469.2167720146,2015,0,0
"TJK","Tajikistan",19881.0415236439,2020,0,0
"TJK","Tajikistan",22217.6508952896,2024,0,0
"TZA","Tanzania",4404.68285169002,1975,0,0
"TZA","Tanzania",5083.66062582655,1980,0,0
"TZA","Tanzania",5670.10754527891,1985,0,0
"TZA","Tanzania",6601.75001476556,1990,0,0
"TZA","Tanzania",7412.04850274196,1995,0,0
"TZA","Tanzania",8822.98590691755,2000,0,0
"TZA","Tanzania",10781.3581143806,2005,0,0
"TZA","Tanzania",13789.5384366557,2010,0,0
"TZA","Tanzania",17880.2006798158,2015,0,0
"TZA","Tanzania",22985.3723347437,2020,0,0
"TZA","Tanzania",28020.7022849719,2024,0,0
"THA","Thailand",14758.9562994573,1975,0,0
"THA","Thailand",14031.0296349331,1980,0,0
"THA","Thailand",12810.1570028041,1985,0,0
"THA","Thailand",12380.2135503829,1990,0,0
"THA","Thailand",10380.9097114137,1995,0,0
"THA","Thailand",9891.06990502313,2000,0.0378669381323299,0.0378669381323299
"THA","Thailand",10635.7928213653,2005,0.0454061190058846,0.0454061190058846
"THA","Thailand",11736.792964998,2010,0.0466285396167888,0.0466285396167888
"THA","Thailand",13018.6634752373,2015,0.0782609186678743,0.0782609186678743
"THA","Thailand",15134.6093407395,2020,0.0838814419670946,0.0838814419670946
"THA","Thailand",16293.8887998145,2024,0.0782609186678743,0.0782609186678743
"TGO","Togo",4790.54420828535,1975,0,0
"TGO","Togo",5218.56435347636,1980,0,0
"TGO","Togo",5834.38382638618,1985,0,0
"TGO","Togo",6645.24940102101,1990,0,0
"TGO","Togo",6910.06644366977,1995,0,0
"TGO","Togo",7832.75384808239,2000,0,0
"TGO","Togo",8635.16751544169,2005,0,0
"TGO","Togo",8463.91440847338,2010,0,0
"TGO","Togo",8719.5471234648,2015,0,0
"TGO","Togo",9585.79926139494,2020,0,0
"TGO","Togo",10611.1097346211,2024,0,0
"TUN","Tunisia",7836.72771641281,1975,0,0
"TUN","Tunisia",8881.49108135162,1980,0,0
"TUN","Tunisia",10162.2319754123,1985,0.0762170290681733,0.0762170290681733
"TUN","Tunisia",11841.5790496451,1990,0.198561222929192,0.198561222929192
"TUN","Tunisia",12120.1139021067,1995,0.194541571150232,0.194541571150232
"TUN","Tunisia",11814.9849970609,2000,0.193124474568019,0.193124474568019
"TUN","Tunisia",11415.2611520522,2005,0.181818751770416,0.181818751770416
"TUN","Tunisia",11517.2001355906,2010,0.222962329292177,0.222962329292177
"TUN","Tunisia",11884.8017541315,2015,0.178769472346002,0.178769472346002
"TUN","Tunisia",12932.0855653467,2020,0.188448964239197,0.188448964239197
"TUN","Tunisia",13622.115063415,2024,0.178769472346002,0.178769472346002
"TUR","Turkey",18640.0639241733,1975,0.0442066836961248,0.0442066836961248
"TUR","Turkey",20862.5007917429,1980,0.040511885037396,0.040511885037396
"TUR","Turkey",23853.983267628,1985,0.0341343900987508,0.0341343900987508
"TUR","Turkey",26554.5150180084,1990,0.0407952435251513,0.0407952435251513
"TUR","Turkey",26715.9172149129,1995,0.0525329096236065,0.0525329096236065
"TUR","Turkey",27138.3778875271,2000,0.0732136801966912,0.0732136801966912
"TUR","Turkey",28118.7136383518,2005,0.103889728036089,0.103889728036089
"TUR","Turkey",30141.5720913789,2010,0.150254274761525,0.150254274761525
"TUR","Turkey",32034.5700891468,2015,0.23663637104762,0.23663637104762
"TUR","Turkey",33275.4353902275,2020,0.225608470662387,0.225608470662387
"TUR","Turkey",34087.5295715675,2024,0.23663637104762,0.23663637104762
"TKM","Turkmenistan",6238.10028476162,1975,0,0
"TKM","Turkmenistan",7185.90012615674,1980,0,0
"TKM","Turkmenistan",8350.0146986107,1985,0,0
"TKM","Turkmenistan",9874.6166922645,1990,0,0
"TKM","Turkmenistan",10690.40350093,1995,0,0
"TKM","Turkmenistan",11556.0489183405,2000,0,0
"TKM","Turkmenistan",12258.2632724504,2005,0,0
"TKM","Turkmenistan",13301.8989932299,2010,0,0
"TKM","Turkmenistan",14793.053008751,2015,0,0
"TKM","Turkmenistan",16255.2376670911,2020,0,0
"TKM","Turkmenistan",17633.2124109508,2024,0,0
"UGA","Uganda",7078.51511251808,1975,0,0
"UGA","Uganda",6465.91214060343,1980,0,0
"UGA","Uganda",6491.61333106555,1985,0,0
"UGA","Uganda",6839.27064277861,1990,0,0
"UGA","Uganda",7040.33768561461,1995,0,0
"UGA","Uganda",7719.1753564866,2000,0,0
"UGA","Uganda",8303.64438527644,2005,0,0
"UGA","Uganda",9038.06599071688,2010,0,0
"UGA","Uganda",10035.2222643138,2015,0,0
"UGA","Uganda",11217.8701847474,2020,0,0
"UGA","Uganda",12776.889780631,2024,0,0
"UKR","Ukraine",15264.730373571,1975,0.0464882347976344,0.0464882347976344
"UKR","Ukraine",15870.6530933644,1980,0.0542551259718791,0.0542551259718791
"UKR","Ukraine",16158.0886837802,1985,0.0730159364881491,0.0730159364881491
"UKR","Ukraine",16248.814924798,1990,0.0859053597623832,0.0859053597623832
"UKR","Ukraine",14981.0703554206,1995,0.111539801965792,0.111539801965792
"UKR","Ukraine",14184.8160100696,2000,0.12096970357908,0.12096970357908
"UKR","Ukraine",13691.4385114886,2005,0.131219170334822,0.131219170334822
"UKR","Ukraine",13471.9439055098,2010,0.14001876919813,0.14001876919813
"UKR","Ukraine",13251.3879764415,2015,0.16103305830581,0.16103305830581
"UKR","Ukraine",13099.0760781511,2020,0.147241423277667,0.147241423277667
"UKR","Ukraine",12017.7892653892,2024,0.16103305830581,0.16103305830581
"ARE","United Arab Emirates",2214.7153867191,1975,0,0
"ARE","United Arab Emirates",3747.93690455307,1980,0,0
"ARE","United Arab Emirates",4559.14906534247,1985,0,0
"ARE","United Arab Emirates",5626.30330326207,1990,0,0
"ARE","United Arab Emirates",5742.16875275585,1995,0,0
"ARE","United Arab Emirates",6505.9643735337,2000,0,0
"ARE","United Arab Emirates",8076.71665873366,2005,0,0
"ARE","United Arab Emirates",13357.62234682,2010,0.0489004299237748,0.0489004299237748
"ARE","United Arab Emirates",13158.8073964795,2015,0.0714782710106247,0.0714782710106247
"ARE","United Arab Emirates",13489.9719167416,2020,0.0701541320696695,0.0701541320696695
"ARE","United Arab Emirates",13853.0358754187,2024,0.0714782710106247,0.0714782710106247
"GBR","United Kingdom",9663.73450939731,1975,0.00291543736198615,0.00291543736198615
"GBR","United Kingdom",9178.25525281072,1980,0.00300970620822648,0.00300970620822648
"GBR","United Kingdom",9026.90034893091,1985,0.00303516663963675,0.00303516663963675
"GBR","United Kingdom",8965.68021620022,1990,0.00304441628118257,0.00304441628118257
"GBR","United Kingdom",9052.51529633191,1995,0.00327238048478216,0.00327238048478216
"GBR","United Kingdom",9222.44241710616,2000,0.00389100413830474,0.00389100413830474
"GBR","United Kingdom",9540.4351163019,2005,0.00377270140710593,0.00377270140710593
"GBR","United Kingdom",10176.9749161204,2010,0.00358728311861987,0.00358728311861987
"GBR","United Kingdom",10853.5721925604,2015,0.00627938746781304,0.00627938746781304
"GBR","United Kingdom",11566.3253094457,2020,0.00333145533474696,0.00333145533474696
"GBR","United Kingdom",11930.442465215,2024,0.00627938746781304,0.00627938746781304
"USA","United States",9303.72996336368,1975,0.132113249429924,0.132113249429924
"USA","United States",9048.42189883301,1980,0.128866948016011,0.128866948016011
"USA","United States",9122.31502820883,1985,0.127081946093785,0.127081946093785
"USA","United States",9256.74104989386,1990,0.1267050559469,0.1267050559469
"USA","United States",9516.46745139116,1995,0.123104171852647,0.123104171852647
"USA","United States",9859.47307705151,2000,0.121650410301864,0.121650410301864
"USA","United States",9872.47842908617,2005,0.125629614435636,0.125629614435636
"USA","United States",9959.28776110593,2010,0.125830013409439,0.125830013409439
"USA","United States",10120.3213364027,2015,0.122847745523949,0.122847745523949
"USA","United States",10332.5265506597,2020,0.122524883472961,0.122524883472961
"USA","United States",10417.0604265719,2024,0.122847745523949,0.122847745523949
"URY","Uruguay",14412.4841090734,1975,0,0
"URY","Uruguay",14087.1641407558,1980,0,0
"URY","Uruguay",13919.864294167,1985,0,0
"URY","Uruguay",13704.9042474663,1990,0,0
"URY","Uruguay",13235.2784926288,1995,0,0
"URY","Uruguay",12754.2746242594,2000,0,0
"URY","Uruguay",12329.1158166867,2005,0,0
"URY","Uruguay",12182.7361898162,2010,0,0
"URY","Uruguay",12055.0626011869,2015,0,0
"URY","Uruguay",11686.2979033812,2020,0,0
"URY","Uruguay",11368.9984240644,2024,0,0
"UZB","Uzbekistan",30406.743357872,1975,0,0
"UZB","Uzbekistan",29876.8974251277,1980,0.0169132521803223,0.0169132521803223
"UZB","Uzbekistan",29418.4425478475,1985,0.0215812529104499,0.0215812529104499
"UZB","Uzbekistan",29627.1271366288,1990,0.0224061429813298,0.0224061429813298
"UZB","Uzbekistan",29320.2814124795,1995,0.023616806808617,0.023616806808617
"UZB","Uzbekistan",29081.3191152292,2000,0.0223175902694178,0.0223175902694178
"UZB","Uzbekistan",27493.0433945189,2005,0.025127179408778,0.025127179408778
"UZB","Uzbekistan",26700.2949479799,2010,0.0239545735145279,0.0239545735145279
"UZB","Uzbekistan",26346.194920011,2015,0.0429285907596657,0.0429285907596657
"UZB","Uzbekistan",26028.7082815564,2020,0.0431900134143543,0.0431900134143543
"UZB","Uzbekistan",26015.5234565587,2024,0.0429285907596657,0.0429285907596657
"VAT","Vatican City",3869.19130352303,1975,0,0
"VAT","Vatican City",3901.12482954955,1980,0.499319376619905,0.499319376619905
"VAT","Vatican City",3967.45771821562,1985,0.488319779193527,0.488319779193527
"VAT","Vatican City",4051.45487355679,1990,0.476846461546352,0.476846461546352
"VAT","Vatican City",4015.20102157975,1995,0.481197111105831,0.481197111105831
"VAT","Vatican City",3916.39484031851,2000,0.537652109849777,0.537652109849777
"VAT","Vatican City",3895.15452771241,2005,0.541936477296532,0.541936477296532
"VAT","Vatican City",3900.30489842602,2010,0.544889235779202,0.544889235779202
"VAT","Vatican City",3938.58340175576,2015,0.540242294050805,0.540242294050805
"VAT","Vatican City",4020.74640130249,2020,0.545461803245866,0.545461803245866
"VAT","Vatican City",4047.95694901918,2024,0.540242294050805,0.540242294050805
"VEN","Venezuela",17405.2653000736,1975,0,0
"VEN","Venezuela",18550.5772641651,1980,0,0
"VEN","Venezuela",19190.3884639265,1985,0.0361022691000246,0.0361022691000246
"VEN","Venezuela",19873.5152048065,1990,0.0521913284031394,0.0521913284031394
"VEN","Venezuela",18467.2515268863,1995,0.0572374288004154,0.0572374288004154
"VEN","Venezuela",17918.8810892751,2000,0.0538928652160584,0.0538928652160584
"VEN","Venezuela",17781.8850667308,2005,0.0510252321007056,0.0510252321007056
"VEN","Venezuela",17778.3788997969,2010,0.073506161757675,0.073506161757675
"VEN","Venezuela",17724.5696399188,2015,0.100327625164797,0.100327625164797
"VEN","Venezuela",15457.3978957017,2020,0.103186148151786,0.103186148151786
"VEN","Venezuela",15649.8881004866,2024,0.100327625164797,0.100327625164797
"VNM","Vietnam",34496.6895196833,1975,0,0
"VNM","Vietnam",27122.5269354794,1980,0,0
"VNM","Vietnam",22173.1718407668,1985,0,0
"VNM","Vietnam",20066.6659469307,1990,0,0
"VNM","Vietnam",17320.764702402,1995,0,0
"VNM","Vietnam",17922.6591070724,2000,0,0
"VNM","Vietnam",19034.5315240452,2005,0,0
"VNM","Vietnam",21045.5395794795,2010,0,0
"VNM","Vietnam",23895.3419787657,2015,0.0049784292539149,0.0049784292539149
"VNM","Vietnam",26792.5832103655,2020,0,0
"VNM","Vietnam",29139.5973362895,2024,0.0049784292539149,0.0049784292539149
"YEM","Yemen",24025.9269850177,1975,0,0
"YEM","Yemen",18663.8545828638,1980,0,0
"YEM","Yemen",16393.4973441018,1985,0,0
"YEM","Yemen",17373.0810601217,1990,0,0
"YEM","Yemen",20456.5857272849,1995,0,0
"YEM","Yemen",23514.4939614813,2000,0,0
"YEM","Yemen",27465.0476401569,2005,0,0
"YEM","Yemen",31341.6260125194,2010,0,0
"YEM","Yemen",35882.8627138273,2015,0,0
"YEM","Yemen",42790.4409976688,2020,0,0
"YEM","Yemen",48091.1124851815,2024,0,0
"ZMB","Zambia",10299.0483183387,1975,0,0
"ZMB","Zambia",10115.016437852,1980,0,0
"ZMB","Zambia",9483.24104711986,1985,0,0
"ZMB","Zambia",9198.42094636596,1990,0,0
"ZMB","Zambia",9203.21763472153,1995,0,0
"ZMB","Zambia",9463.27262513748,2000,0,0
"ZMB","Zambia",10606.1083910428,2005,0,0
"ZMB","Zambia",12131.0417717042,2010,0,0
"ZMB","Zambia",14099.9107649262,2015,0,0
"ZMB","Zambia",16994.8141929779,2020,0,0
"ZMB","Zambia",19594.3297746151,2024,0,0
"ZWE","Zimbabwe",6263.09220382703,1975,0,0
"ZWE","Zimbabwe",6384.70915984496,1980,0,0
"ZWE","Zimbabwe",6841.51032481247,1985,0,0
"ZWE","Zimbabwe",7686.82771877055,1990,0,0
"ZWE","Zimbabwe",8026.98700083787,1995,0,0
"ZWE","Zimbabwe",8251.57849618319,2000,0,0
"ZWE","Zimbabwe",8260.62063800024,2005,0,0
"ZWE","Zimbabwe",8243.38948010328,2010,0,0
"ZWE","Zimbabwe",8116.186831607,2015,0,0
"ZWE","Zimbabwe",7130.33230906261,2020,0,0
"ZWE","Zimbabwe",7386.63700525524,2024,0,0
